,date,date_block_num,shop_id,item_id,item_price,item_cnt_day
969314,13.10.2013,9,50,8729,249.0,1.0
392155,08.04.2013,3,53,19860,149.0,1.0
1912336,30.08.2014,19,18,16043,1499.0,1.0
1729243,15.06.2014,17,13,7478,285.0,1.0
27887,10.01.2013,0,27,14280,349.0,1.0
1204148,20.12.2013,11,54,12747,399.0,2.0
605060,25.06.2013,5,54,15271,719.0,1.0
1970943,26.09.2014,20,50,12686,499.0,1.0
1892944,27.08.2014,19,56,9055,99.0,1.0
1867318,26.08.2014,19,42,5271,439.49,2.0
423667,17.04.2013,3,31,3140,1090.0,1.0
1004281,26.10.2013,9,13,18451,110.0,1.0
2504693,19.03.2015,26,56,3072,3499.0,1.0
793175,24.08.2013,7,25,12828,99.0,1.0
639738,29.07.2013,6,25,14827,619.0,1.0
924463,11.09.2013,8,58,16750,399.0,1.0
1162402,26.12.2013,11,12,1856,1699.0,1.0
893676,21.09.2013,8,44,3328,1199.0,1.0
1666990,21.05.2014,16,53,15774,299.0,1.0
556472,24.06.2013,5,31,10107,500.0,1.0
2003176,06.09.2014,20,17,10784,399.0,1.0
132217,23.02.2013,1,54,16451,499.0,1.0
1668389,04.05.2014,16,53,2100,299.0,1.0
2146409,18.11.2014,22,18,6084,1699.0,1.0
2125352,23.11.2014,22,53,3556,499.5,1.0
1184777,07.12.2013,11,19,19067,599.0,1.0
1842895,17.07.2014,18,5,7834,799.0,1.0
718509,04.07.2013,6,38,6457,599.0,1.0
2514019,23.03.2015,26,50,3342,2999.0,2.0
280885,02.03.2013,2,18,18164,349.0,1.0
2118495,30.11.2014,22,29,3159,790.0,1.0
2185524,30.11.2014,22,43,20949,5.0,3.0
87460,27.01.2013,0,54,10323,2299.0,1.0
509984,22.05.2013,4,14,15039,549.0,-1.0
437566,14.04.2013,3,44,11854,79.0,1.0
1010641,12.10.2013,9,6,19536,149.0,1.0
692295,13.07.2013,6,54,20131,199.0,1.0
1608865,19.04.2014,15,43,1811,1609.0,1.0
322737,17.03.2013,2,24,5800,299.0,1.0
1058915,10.11.2013,10,13,11966,255.0,1.0
1033746,18.11.2013,10,28,17947,399.0,1.0
2905709,29.10.2015,33,53,13294,429.0,1.0
71230,12.01.2013,0,31,14328,149.0,1.0
336893,18.03.2013,2,57,12403,199.0,2.0
757604,31.08.2013,7,47,18134,349.0,1.0
671451,12.07.2013,6,2,839,3300.0,1.0
799285,07.08.2013,7,17,4248,999.5,1.0
1824475,14.07.2014,18,52,18843,99.0,1.0
1175541,11.12.2013,11,12,20307,799.0,1.0
541832,01.06.2013,5,29,8730,149.0,1.0
1536848,09.03.2014,14,13,16160,994.0,1.0
1644929,06.05.2014,16,28,20610,799.0,1.0
1016954,04.10.2013,9,27,6238,299.0,1.0
607526,22.06.2013,5,54,17503,249.0,1.0
350686,07.04.2013,3,25,14217,299.0,1.0
2432857,20.02.2015,25,56,8391,449.0,1.0
575588,16.06.2013,5,2,7978,1899.0,1.0
210944,11.02.2013,1,25,7737,179.1,2.0
2283708,23.12.2014,23,5,16175,599.0,1.0
2703449,07.06.2015,29,4,10207,1199.0,1.0
2192793,29.12.2014,23,42,16540,349.0,1.0
365909,05.04.2013,3,27,4161,799.0,1.0
1905237,06.08.2014,19,54,13995,149.0,1.0
1521522,10.03.2014,14,37,11081,149.0,1.0
1244945,29.12.2013,11,31,6388,2499.0,1.0
2100966,09.10.2014,21,43,17010,599.0,1.0
2229186,29.12.2014,23,31,3340,1799.0,2.0
519256,18.05.2013,4,18,6095,1499.0,1.0
8491,26.01.2013,0,22,5848,349.0,1.0
1345596,29.01.2014,12,6,9184,124.0,1.0
2885742,08.10.2015,33,42,13630,1099.0,1.0
221072,16.02.2013,1,27,18016,500.0,1.0
1933099,10.08.2014,19,28,17157,399.0,1.0
2529571,11.03.2015,26,6,3833,649.5,1.0
90387,12.01.2013,0,50,6715,599.0,1.0
2268258,07.12.2014,23,19,11968,149.0,1.0
295929,30.03.2013,2,6,1475,899.0,1.0
26405,06.01.2013,0,27,13393,10990.0,1.0
808454,13.08.2013,7,29,11645,149.0,1.0
487729,01.05.2013,4,53,7156,299.0,1.0
534045,30.06.2013,5,30,3149,1850.0,1.0
2364611,08.01.2015,24,43,17500,399.0,1.0
1032793,12.11.2013,10,30,1849,1199.0,3.0
1444916,19.02.2014,13,37,11125,249.0,1.0
1748560,14.06.2014,17,53,13046,149.0,1.0
763322,12.08.2013,7,54,14485,399.0,2.0
2299412,23.12.2014,23,56,10146,4199.0,1.0
896855,07.09.2013,8,45,6388,2499.0,2.0
1442086,19.02.2014,13,58,18801,149.0,1.0
2749014,09.07.2015,30,50,13401,27490.0,1.0
27988,03.01.2013,0,27,16178,309.0,1.0
2748958,12.07.2015,30,50,7929,2890.0,1.0
2509854,22.03.2015,26,58,3735,4499.0,1.0
2000503,01.09.2014,20,30,12970,199.0,1.0
832562,30.08.2013,7,15,13508,2699.0,1.0
2393584,31.01.2015,24,59,1905,249.0,1.0
814334,30.08.2013,7,27,149,249.0,1.0
133860,03.02.2013,1,59,11909,499.0,1.0
352064,14.04.2013,3,21,2939,599.0,1.0
2050970,23.10.2014,21,10,3237,2688.0,1.0
2351817,04.01.2015,24,25,2470,299.0,1.0
1674677,15.05.2014,16,52,14451,249.0,1.0
1559475,15.04.2014,15,59,14628,199.0,1.0
1174294,14.12.2013,11,14,3617,299.0,1.0
1366609,03.01.2014,12,24,2888,1299.0,2.0
983687,21.10.2013,9,19,19082,199.0,1.0
1720392,21.06.2014,17,31,1830,599.0,1.0
537753,06.06.2013,5,31,3439,2799.0,1.0
492777,31.05.2013,4,51,7288,282.0,1.0
2316383,15.12.2014,23,25,13560,2799.0,1.0
133462,14.02.2013,1,59,18876,98.0,1.0
2602298,14.04.2015,27,2,10660,1299.0,1.0
1560648,09.04.2014,15,57,2631,299.0,1.0
1419400,15.02.2014,13,18,5820,2099.0,1.0
1319101,16.01.2014,12,41,12917,249.0,1.0
202142,05.02.2013,1,41,1915,249.0,1.0
351660,17.04.2013,3,23,5590,1490.0,1.0
2090547,19.10.2014,21,37,10435,399.0,1.0
1626828,27.04.2014,15,31,16748,349.0,1.0
2307174,29.12.2014,23,21,21406,199.0,1.0
274627,16.03.2013,2,52,7412,449.0,1.0
9695,31.01.2013,0,19,5052,449.0,1.0
1929785,22.08.2014,19,7,3331,599.25,2.0
2405226,02.01.2015,24,54,14664,349.0,1.0
1454047,22.02.2014,13,58,3076,456.613333333,3.0
2713863,10.06.2015,29,50,15298,1259.0,1.0
2590028,23.04.2015,27,46,3734,3399.0,1.0
1789585,28.07.2014,18,44,6710,599.0,1.0
2094606,25.10.2014,21,33,9870,199.0,1.0
2572405,25.04.2015,27,27,13722,229.0,1.0
2832580,28.09.2015,32,42,17912,299.0,1.0
1713591,29.06.2014,17,24,13057,499.0,1.0
548231,05.06.2013,5,41,3533,499.0,1.0
1269818,12.01.2014,12,54,7894,1490.0,2.0
892287,15.09.2013,8,31,7097,1799.0,1.0
2116135,18.11.2014,22,30,14830,229.0,7.0
1846715,19.07.2014,18,4,4231,1699.0,1.0
75847,26.01.2013,0,54,17242,549.0,1.0
1730616,28.06.2014,17,10,7807,2519.0,1.0
1470018,17.03.2014,14,47,14470,299.0,1.0
1677703,03.05.2014,16,57,11144,229.0,1.0
1680460,22.05.2014,16,58,5243,1999.0,1.0
96824,12.01.2013,0,53,5822,999.0,1.0
520977,24.05.2013,4,43,2929,199.0,1.0
2694100,22.06.2015,29,25,22088,119.0,1.0
624813,22.06.2013,5,54,1310,249.0,1.0
1989409,13.09.2014,20,25,7836,2599.0,1.0
554933,01.06.2013,5,31,21415,349.0,1.0
1841417,27.07.2014,18,58,10927,199.0,1.0
918287,30.09.2013,8,57,21655,199.0,1.0
118235,04.02.2013,1,47,19929,299.5,1.0
253146,08.03.2013,2,54,12197,349.0,1.0
877292,23.09.2013,8,4,13186,149.0,1.0
2541941,06.03.2015,26,31,11575,99.0,1.0
2172259,27.11.2014,22,22,20188,399.0,1.0
2230434,31.12.2014,23,31,3153,2290.0,1.0
2718030,18.06.2015,29,57,3151,890.0,1.0
110310,02.01.2013,0,46,11184,199.0,1.0
247051,03.03.2013,2,35,3870,649.0,1.0
887086,15.09.2013,8,31,14360,399.0,1.0
640822,10.07.2013,6,25,15707,399.0,2.0
388457,20.04.2013,3,51,11786,69.0,1.0
1283557,17.01.2014,12,58,19602,149.0,1.0
2351249,08.01.2015,24,25,4478,1599.0,1.0
1834937,20.07.2014,18,17,3329,2498.5,2.0
1066985,22.11.2013,10,5,4351,399.0,2.0
1957749,27.09.2014,20,41,20649,1399.0,1.0
1332340,17.01.2014,12,13,20949,3.0,3.0
2592226,23.04.2015,27,39,15681,499.0,1.0
2066418,06.10.2014,21,17,4872,899.0,1.0
2840411,20.09.2015,32,46,14308,169.0,1.0
1122737,25.11.2013,10,50,14338,499.0,1.0
1082676,30.11.2013,10,16,7215,899.0,1.0
460012,21.05.2013,4,25,6457,1199.0,1.0
881586,07.09.2013,8,10,5274,942.0,1.0
275144,11.03.2013,2,50,8687,199.0,1.0
664997,25.07.2013,6,7,16859,248.0,1.0
2679958,08.06.2015,29,42,3341,1299.25,4.0
2770144,05.07.2015,30,28,9359,599.0,1.0
1959507,08.09.2014,20,41,8863,249.0,1.0
1300137,07.01.2014,12,28,7851,399.0,1.0
1563416,13.04.2014,15,57,8100,399.0,1.0
1794824,18.07.2014,18,42,13039,99.0,1.0
1581283,07.04.2014,15,6,6497,699.0,1.0
2000981,06.09.2014,20,30,3331,1199.0,1.0
1917336,19.08.2014,19,24,3364,399.5,2.0
1069138,08.11.2013,10,3,13140,199.0,1.0
1673339,09.05.2014,16,48,16446,399.0,1.0
2594461,27.04.2015,27,58,11200,149.0,1.0
890908,27.09.2013,8,31,3936,1799.0,1.0
409819,04.04.2013,3,57,4244,537.953333333,3.0
1175985,28.12.2013,11,15,2921,599.0,1.0
868481,15.09.2013,8,25,2574,399.0,1.0
2422696,21.02.2015,25,35,1535,1999.0,1.0
1143576,27.12.2013,11,30,1407,1299.0,1.0
2354805,20.01.2015,24,44,7852,249.0,5.0
1840834,24.07.2014,18,59,21345,199.0,1.0
1728534,30.06.2014,17,6,20949,5.0,6.0
1828303,02.07.2014,18,10,11758,80.0,1.0
82534,12.01.2013,0,54,4241,1399.0,1.0
441506,14.05.2013,4,28,5395,349.0,1.0
1747860,19.06.2014,17,54,5664,2090.0,1.0
1770014,28.06.2014,17,37,13807,199.0,1.0
1230005,20.12.2013,11,57,2703,299.0,1.0
181267,02.02.2013,1,0,10343,76.0,1.0
1904799,12.08.2014,19,51,3896,190.0,1.0
581954,21.06.2013,5,25,8107,299.0,1.0
1376761,15.02.2014,13,25,6490,349.5,1.0
1248060,20.12.2013,11,31,12817,149.0,1.0
1393377,19.02.2014,13,10,3386,170.0,1.0
151436,19.02.2013,1,15,5822,1049.0,4.0
254429,16.03.2013,2,54,11079,28.0,1.0
1553897,18.04.2014,15,53,21383,749.0,1.0
1355736,25.01.2014,12,26,10547,399.0,1.0
994837,20.10.2013,9,57,17253,399.0,4.0
1768079,26.06.2014,17,38,4477,899.0,1.0
2194877,07.12.2014,23,42,13104,399.0,1.0
1548812,29.03.2014,14,7,20609,799.0,2.0
1773070,05.06.2014,17,31,16287,199.0,1.0
2493675,07.03.2015,26,35,5821,1099.0,1.0
1471377,31.03.2014,14,43,2356,2599.0,1.0
2459342,03.02.2015,25,2,482,3300.0,1.0
2048055,17.10.2014,21,7,7213,899.0,1.0
650906,14.07.2013,6,37,944,399.0,1.0
2756341,08.07.2015,30,26,13717,229.0,1.0
988518,19.10.2013,9,25,19366,399.0,1.0
2308041,30.12.2014,23,24,3146,2590.0,1.0
2857872,01.09.2015,32,21,21976,1499.0,1.0
735193,21.08.2013,7,57,17070,199.5,1.0
1171535,28.12.2013,11,16,15862,2599.0,1.0
2417616,15.02.2015,25,48,4634,1599.0,1.0
1646819,18.05.2014,16,28,15631,399.0,2.0
2452974,07.02.2015,25,24,6083,1499.0,1.0
255827,03.03.2013,2,53,3417,449.0,1.0
1004319,27.10.2013,9,13,16501,240.0,2.0
2719736,20.07.2015,30,5,17717,269.0,1.0
1150633,31.12.2013,11,30,13488,9840.25,2.0
1553172,05.04.2014,15,53,16541,399.0,1.0
2063303,19.10.2014,21,15,4477,899.0,1.0
2093364,31.10.2014,21,31,10659,699.0,1.0
2534187,02.03.2015,26,6,21885,99.0,1.0
1952406,07.08.2014,19,27,4251,199.0,1.0
1933056,30.08.2014,19,28,17709,899.0,1.0
522450,24.05.2013,4,47,2934,599.0,1.0
281136,23.03.2013,2,19,464,299.0,1.0
163011,11.02.2013,1,4,4370,599.0,1.0
1416093,23.02.2014,13,16,2461,399.0,1.0
163948,21.02.2013,1,4,2446,1998.75,2.0
2910004,05.10.2015,33,12,13547,400.0,1.0
593493,12.06.2013,5,18,5274,599.375,4.0
1317051,25.01.2014,12,47,6717,299.0,1.0
2159366,10.11.2014,22,27,2523,1099.0,1.0
1150377,06.12.2013,11,30,18721,149.0,1.0
2306482,28.12.2014,23,54,21070,1299.0,1.0
948520,15.10.2013,9,5,10348,149.0,1.0
1969509,26.09.2014,20,52,1855,799.0,1.0
883520,28.09.2013,8,13,12926,270.0,1.0
655005,21.07.2013,6,29,20081,349.0,1.0
1477973,03.03.2014,14,59,4906,1499.0,1.0
1402083,03.02.2014,13,2,5243,1110.6,1.0
2346862,09.01.2015,24,27,1495,599.0,1.0
728346,15.07.2013,6,43,11656,699.0,1.0
39458,14.01.2013,0,0,13781,53.0,1.0
2809801,18.08.2015,31,19,3343,1499.0,-1.0
1343217,29.01.2014,12,7,6490,349.5,1.0
1728473,21.06.2014,17,6,21860,349.0,1.0
752268,28.08.2013,7,52,19993,349.0,1.0
913,05.01.2013,0,25,1829,1499.0,1.0
1304212,04.01.2014,12,30,5737,1799.0,1.0
2557629,07.04.2015,27,27,19420,349.0,1.0
764506,04.08.2013,7,54,13489,13490.0,1.0
481891,27.05.2013,4,35,20804,2431.05,1.0
2044809,19.10.2014,21,21,18994,399.0,1.0
1937553,07.08.2014,19,31,6875,299.0,1.0
616888,21.06.2013,5,50,5822,1049.0,3.0
756658,28.08.2013,7,53,7770,1099.0,1.0
1177112,28.12.2013,11,14,7895,899.0,1.0
1783706,03.06.2014,17,46,3331,1199.0,1.0
2030015,25.10.2014,21,27,11216,399.0,1.0
1136088,31.12.2013,11,21,11166,99.33,1.0
1855027,05.07.2014,18,28,421,299.0,1.0
2518323,06.03.2015,26,54,5331,299.0,1.0
2256671,15.12.2014,23,28,17104,399.0,1.0
155856,02.02.2013,1,25,4117,1399.0,1.0
2403594,22.01.2015,24,54,16534,169.0,1.0
1171942,31.12.2013,11,16,20607,799.0,1.0
2160638,03.11.2014,22,27,6092,1199.0,1.0
1549889,15.04.2014,15,54,16847,349.0,1.0
842283,09.09.2013,8,53,3851,899.0,1.0
412305,04.04.2013,3,57,1407,1249.0,1.0
2806650,02.08.2015,31,14,13721,229.0,1.0
217475,21.02.2013,1,31,1022,299.0,1.0
1915215,27.08.2014,19,15,20949,5.0,2.0
2649187,19.05.2015,28,50,10210,3499.0,12.0
1229648,25.12.2013,11,57,1987,419.3,1.0
1650531,27.05.2014,16,14,3325,49.0,1.0
1924776,31.08.2014,19,2,1856,1388.4,1.0
2897977,08.10.2015,33,56,4181,1290.0,1.0
1982551,06.09.2014,20,25,16790,2199.0,1.0
174897,10.02.2013,1,0,4332,263.0,1.0
1327731,04.01.2014,12,45,15279,799.0,1.0
1999004,02.09.2014,20,28,5822,1049.0,2.0
2380111,06.01.2015,24,31,11925,549.0,1.0
1497358,29.03.2014,14,22,15031,390.0,1.0
705181,26.07.2013,6,59,12104,849.0,1.0
1310399,17.01.2014,12,47,3432,549.0,1.0
219933,26.02.2013,1,28,7171,1699.0,1.0
635085,20.07.2013,6,27,16210,329.0,1.0
6436,04.01.2013,0,25,7415,349.0,1.0
1000824,13.10.2013,9,19,2929,99.0,1.0
2090019,03.10.2014,21,39,16790,1759.2,1.0
2440151,03.02.2015,25,52,18511,199.0,1.0
1284233,25.01.2014,12,56,9847,299.0,1.0
1346419,12.01.2014,12,6,17529,149.0,1.0
1699832,20.05.2014,16,47,5663,3190.0,1.0
2911630,16.10.2015,33,19,13334,359.0,1.0
1716336,26.06.2014,17,30,7808,2599.0,1.0
567948,02.06.2013,5,16,17811,98.9,1.0
2361945,08.01.2015,24,43,3340,1799.0,1.0
2097194,29.10.2014,21,43,3928,1799.0,1.0
555822,12.06.2013,5,31,20139,0.1,1.0
2292974,15.12.2014,23,27,16596,58.0,1.0
1242064,27.12.2013,11,31,11658,499.0,1.0
2074065,10.10.2014,21,57,8625,299.0,1.0
807498,28.08.2013,7,28,8807,99.0,1.0
1343610,05.01.2014,12,7,1855,799.0,-1.0
1984931,08.09.2014,20,27,4821,299.0,1.0
2327465,10.01.2015,24,14,2578,299.0,1.0
550343,14.06.2013,5,42,6882,299.0,3.0
2691413,15.06.2015,29,27,19116,399.0,1.0
57914,17.01.2013,0,14,7850,199.0,1.0
1377762,05.02.2014,13,27,33,199.0,1.0
2409780,09.01.2015,24,54,5823,2599.0,1.0
2186741,20.11.2014,22,42,16355,399.0,1.0
2555173,17.04.2015,27,31,2877,3499.0,1.0
1411338,04.02.2014,13,24,1023,299.0,1.0
530389,18.05.2013,4,6,4282,274.0,1.0
1004546,13.10.2013,9,13,5552,204.0,1.0
2462828,25.02.2015,25,12,13399,13490.0,1.0
1690224,03.05.2014,16,39,20949,5.0,8.0
681194,07.07.2013,6,25,3747,899.0,1.0
96022,26.01.2013,0,51,18846,200.0,1.0
632759,29.07.2013,6,27,19413,399.0,1.0
2838990,19.09.2015,32,37,5839,599.0,1.0
1272149,01.01.2014,12,54,13971,299.0,1.0
2348452,28.01.2015,24,21,19000,249.0,1.0
2298119,21.12.2014,23,26,15784,299.0,1.0
455620,20.05.2013,4,21,11828,629.0,1.0
2886551,15.10.2015,33,42,19220,249.0,1.0
479668,11.05.2013,4,31,3869,2499.0,1.0
146376,23.02.2013,1,18,6468,599.0,3.0
2229964,19.12.2014,23,31,2284,2899.0,1.0
2073598,24.10.2014,21,58,12134,299.0,1.0
2304346,31.12.2014,23,27,20731,399.0,1.0
74383,13.01.2013,0,56,2182,279.0,1.0
2644786,26.05.2015,28,52,4894,3999.0,1.0
2080736,04.10.2014,21,49,7780,699.0,1.0
1152645,08.12.2013,11,28,1514,2999.0,1.0
2864863,21.09.2015,32,12,794,3300.0,1.0
1836913,13.07.2014,18,15,14318,249.0,1.0
2551807,06.03.2015,26,25,22139,699.0,1.0
1500070,08.03.2014,14,24,6498,699.0,1.0
2163485,14.11.2014,22,28,4872,899.0,1.0
92049,31.01.2013,0,42,18581,399.0,1.0
2276548,21.12.2014,23,2,15400,1689.0,1.0
1190223,12.12.2013,11,6,1512,2599.0,1.0
594071,28.06.2013,5,18,2458,299.0,1.0
1206119,01.12.2013,11,50,18858,149.0,1.0
1413545,01.02.2014,13,16,7739,349.3,1.0
979849,19.10.2013,9,52,7802,299.0,1.0
2087462,25.10.2014,21,37,2269,599.0,1.0
1464935,11.03.2014,14,42,10498,999.0,2.0
2573624,22.04.2015,27,25,11914,799.0,1.0
1332834,30.01.2014,12,13,12361,62.0,1.0
2827732,06.08.2015,31,24,1484,1199.0,1.0
781303,05.08.2013,7,37,2458,299.0,1.0
791478,12.08.2013,7,21,17754,899.0,1.0
2357799,24.01.2015,24,45,19134,549.0,1.0
2503395,31.03.2015,26,57,6847,299.0,1.0
242683,09.03.2013,2,30,21445,149.0,1.0
1973944,17.09.2014,20,52,16167,729.0,1.0
2469920,28.02.2015,25,28,6027,299.0,1.0
419182,18.04.2013,3,31,21735,149.0,1.0
143872,22.02.2013,1,16,4809,599.0,1.0
1806465,12.07.2014,18,31,10784,399.0,1.0
2867893,04.09.2015,32,31,8731,149.0,1.0
1197924,23.12.2013,11,54,4231,2799.0,1.0
1195475,15.12.2013,11,2,6717,299.0,1.0
2887700,22.10.2015,33,42,1224,449.0,1.0
1037533,21.11.2013,10,25,13619,299.0,1.0
988247,25.10.2013,9,25,19079,149.0,1.0
2399177,18.01.2015,24,52,6490,499.0,1.0
2865255,12.09.2015,32,14,2039,498.0,1.0
1880936,01.08.2014,19,31,16126,249.0,1.0
1218806,31.12.2013,11,59,5210,599.0,1.0
1914695,04.08.2014,19,16,4907,1499.0,1.0
1332602,17.01.2014,12,13,8328,77.0,1.0
2381153,05.01.2015,24,31,18696,299.0,1.0
982402,05.10.2013,9,24,12939,549.0,1.0
2537332,16.03.2015,26,28,20614,1099.0,1.0
2023892,28.09.2014,20,57,3196,629.3,1.0
260167,14.03.2013,2,57,5034,999.5,1.0
1314934,12.01.2014,12,50,6472,699.0,1.0
540605,13.06.2013,5,28,5272,299.0,1.0
1643688,18.05.2014,16,27,20949,5.0,10.0
1682192,04.05.2014,16,56,6496,199.5,1.0
807137,03.08.2013,7,28,8357,199.0,1.0
2891198,17.10.2015,33,31,18101,3799.0,1.0
9605,07.01.2013,0,19,3433,2799.0,1.0
168834,12.02.2013,1,6,15256,1199.0,1.0
348868,03.04.2013,3,25,19474,249.0,1.0
2748453,05.07.2015,30,49,20242,199.0,1.0
1995392,24.09.2014,20,31,10710,99.0,1.0
2395827,02.01.2015,24,59,12090,399.0,1.0
452528,07.05.2013,4,24,1833,1199.0,1.0
2623733,23.05.2015,28,15,19659,399.0,1.0
2211270,30.12.2014,23,58,20448,399.0,2.0
317812,30.03.2013,2,28,22021,999.0,1.0
226464,20.03.2013,2,44,6738,663.95,4.0
925472,14.09.2013,8,54,13620,399.0,2.0
1025050,19.10.2013,9,28,7207,199.0,1.0
2817671,22.08.2015,31,28,13265,449.0,1.0
2123457,20.11.2014,22,31,3447,4299.0,2.0
256383,17.03.2013,2,54,3325,799.0,2.0
2934037,17.10.2015,33,25,14436,169.0,1.0
1323337,29.01.2014,12,38,6496,254.01,1.0
747867,02.08.2013,7,41,4597,299.0,1.0
723740,21.07.2013,6,50,12584,98.0,1.0
2279443,21.12.2014,23,52,3343,1999.0,1.0
739117,29.08.2013,7,58,18550,149.0,1.0
2591027,16.04.2015,27,35,21756,199.33,1.0
2352251,11.01.2015,24,25,7807,1551.22,1.0
1266630,12.12.2013,11,46,6623,1599.0,1.0
1900237,06.08.2014,19,51,21680,92.0,1.0
351719,22.04.2013,3,23,1937,599.0,1.0
2184731,04.11.2014,22,43,9355,349.0,1.0
674019,20.07.2013,6,7,3316,799.0,1.0
2406812,06.01.2015,24,55,493,250.0,1.0
336260,14.03.2013,2,57,15184,199.0,1.0
1374419,10.02.2014,13,25,14785,169.0,1.0
2130631,07.11.2014,22,52,11216,399.0,1.0
373548,18.04.2013,3,7,6093,349.0,1.0
804643,24.08.2013,7,28,10175,149.0,1.0
1500941,16.03.2014,14,25,2778,449.0,1.0
1586201,30.04.2014,15,5,19050,549.0,1.0
2073316,05.10.2014,21,59,1495,599.0,1.0
576975,26.06.2013,5,4,2308,649.0,1.0
2364614,04.01.2015,24,43,17482,499.0,1.0
1911859,08.08.2014,19,18,12472,199.0,1.0
1490750,16.03.2014,14,25,4870,999.0,1.0
1933532,02.08.2014,19,29,15324,399.0,1.0
55301,27.01.2013,0,7,6919,299.5,1.0
145955,13.02.2013,1,19,1915,249.0,1.0
398748,27.04.2013,3,50,2680,899.0,1.0
2213003,23.12.2014,23,57,6504,2499.0,1.0
1664349,01.05.2014,16,18,6492,699.0,1.0
1826045,23.07.2014,18,48,19064,199.0,1.0
2647801,17.05.2015,28,48,13151,198.0,1.0
1944258,03.08.2014,19,25,19092,399.0,1.0
2566926,07.04.2015,27,25,5660,1690.0,1.0
692198,24.07.2013,6,54,20949,5.0,17.0
153900,05.02.2013,1,23,407,249.0,1.0
1368713,23.02.2014,13,27,8056,800.0,2.0
1067277,12.11.2013,10,5,5035,1999.0,1.0
2324533,08.01.2015,24,27,16209,329.0,1.0
1533426,28.03.2014,14,39,19120,149.0,1.0
1226955,31.12.2013,11,55,4789,124.333333333,3.0
1337612,27.01.2014,12,16,5682,299.0,1.0
2512363,09.03.2015,26,49,5659,699.0,1.0
2413122,14.02.2015,25,42,7655,299.0,1.0
969687,03.10.2013,9,50,2798,149.0,1.0
2425974,15.02.2015,25,38,17659,3999.0,1.0
450202,25.05.2013,4,29,1470,699.0,1.0
1972959,25.09.2014,20,52,7780,699.0,1.0
829631,02.08.2013,7,15,4035,899.0,1.0
997848,31.10.2013,9,58,16999,399.0,1.0
957368,06.10.2013,9,56,565,149.0,1.0
270084,02.03.2013,2,43,2445,1199.0,1.0
1216262,30.12.2013,11,57,15519,299.0,1.0
1093536,08.11.2013,10,54,4288,399.0,1.0
643866,16.07.2013,6,26,14741,149.0,1.0
2795235,09.08.2015,31,56,5823,2799.0,1.0
1558970,20.04.2014,15,59,6108,224.0,1.0
255057,01.03.2013,2,53,17992,149.0,1.0
650528,22.07.2013,6,35,20949,5.0,4.0
2165139,30.11.2014,22,28,7220,1299.0,1.0
760397,08.08.2013,7,50,18388,249.0,1.0
2132497,24.11.2014,22,51,15303,666.0,1.0
1373498,05.02.2014,13,25,11811,1599.0,1.0
381752,08.04.2013,3,15,11496,399.0,1.0
2620821,28.05.2015,28,3,10212,7649.0,1.0
2869702,27.09.2015,32,28,20656,999.0,1.0
2493989,19.03.2015,26,35,8366,549.0,1.0
38936,17.01.2013,0,0,14826,124.0,5.0
79527,04.01.2013,0,56,16333,599.0,2.0
172243,04.02.2013,1,6,10474,149.0,1.0
39893,24.01.2013,0,0,3693,483.0,1.0
634015,06.07.2013,6,27,10956,399.0,1.0
222118,23.02.2013,1,28,16152,559.0,1.0
2489203,29.03.2015,26,47,5643,2990.0,1.0
1750809,26.06.2014,17,54,15572,1349.0,1.0
1467229,22.03.2014,14,46,8739,149.0,1.0
367015,18.04.2013,3,10,13730,98.0,1.0
272046,06.03.2013,2,52,3427,799.0,1.0
1169998,10.12.2013,11,15,19067,599.0,1.0
2776445,19.08.2015,31,42,1557,999.5,1.0
1271737,12.01.2014,12,54,14900,299.0,1.0
392342,30.04.2013,3,54,3980,299.0,1.0
115994,25.02.2013,1,50,5274,999.5,1.0
1990704,08.09.2014,20,25,2817,2999.0,1.0
337176,20.03.2013,2,57,21567,379.0,1.0
88465,25.01.2013,0,47,19516,899.0,1.0
1007498,02.10.2013,9,15,7802,299.0,1.0
311509,15.03.2013,2,27,14754,899.0,1.0
2041081,16.10.2014,21,25,16315,949.0,1.0
1589280,08.04.2014,15,16,6562,649.0,1.0
1615561,12.04.2014,15,28,19050,549.0,1.0
2380728,17.01.2015,24,31,12090,399.0,5.0
805207,14.08.2013,7,28,16531,349.0,3.0
1219479,14.12.2013,11,59,16316,999.0,1.0
1217273,10.12.2013,11,57,19786,299.0,1.0
2119597,28.11.2014,22,31,7863,899.0,1.0
600100,14.06.2013,5,22,16792,3199.0,8.0
1582859,06.04.2014,15,7,19192,349.0,1.0
2555609,25.04.2015,27,31,4516,349.0,1.0
2594920,09.04.2015,27,58,4886,1799.0,1.0
1210101,22.12.2013,11,52,1855,1199.0,1.0
1139908,28.12.2013,11,25,6909,899.0,1.0
2287981,07.12.2014,23,3,3026,2079.0,-1.0
2419456,12.02.2015,25,42,14020,149.0,1.0
1853663,16.07.2014,18,29,1483,1399.0,1.0
1413590,22.02.2014,13,16,13516,3290.0,2.0
2361983,16.01.2015,24,43,2235,399.0,1.0
1426168,26.02.2014,13,54,13411,3990.0,1.0
2464585,11.02.2015,25,7,16059,499.0,1.0
2259708,30.12.2014,23,15,7809,1796.0,1.0
2436625,02.02.2015,25,57,18840,149.0,1.0
1793834,26.07.2014,18,42,3933,2099.0,1.0
1179615,02.12.2013,11,19,10452,149.0,1.0
